CHROM	START	END	HET	HOM
Chr1	860000	1042887	0.00913	6e-05
Chr1	870000	1048788	0.00872	0
Chr1	880000	1061038	0.00873	1e-05
Chr1	890000	1067577	0.00872	1e-05
Chr1	900000	1074610	0.00906	1e-05
Chr1	910000	1084088	0.00923	1e-05
Chr1	920000	1085731	0.00928	1e-05
Chr1	930000	1087005	0.00938	1e-05
Chr1	940000	1089831	0.00943	1e-05
Chr1	950000	1095763	0.00875	1e-05
Chr1	960000	1107209	0.00879	1e-05
Chr1	970000	1134728	0.0087	1e-05
Chr1	980000	1142489	0.00848	1e-05
Chr1	990000	1162030	0.00779	1e-05
Chr1	1000000	1181873	0.00696	1e-05
Chr1	1010000	1193406	0.00669	4e-05
Chr1	1020000	1206525	0.0066	0.00019
Chr1	1030000	1226595	0.00666	0.00039
Chr1	1040000	1241089	0.00651	0.00051
Chr1	1050000	1248931	0.00622	0.00062
Chr1	1060000	1262108	0.00564	0.00075
Chr1	1070000	1274779	0.00505	0.00084
Chr1	1080000	1283644	0.00467	0.00086
Chr1	1090000	1290622	0.0041	0.00093
Chr1	1100000	1300690	0.00374	0.00108
Chr1	1110000	1323829	0.00351	0.00125
Chr1	1120000	1327279	0.00351	0.00131
Chr1	1130000	1329793	0.00347	0.00132
Chr1	1140000	1346650	0.00336	0.0016
Chr1	1150000	1358975	0.00343	0.00164
Chr1	1160000	1360811	0.00333	0.00164
Chr1	1170000	1364269	0.00329	0.00165
Chr1	1180000	1374340	0.00322	0.00165
Chr1	1190000	1418164	0.00346	0.00169
Chr1	1200000	1430499	0.00351	0.00173
Chr1	1210000	1443862	0.00337	0.00174
Chr1	1220000	1448868	0.00319	0.00162
Chr1	1230000	1461245	0.00319	0.00157
Chr1	1240000	1468733	0.00319	0.00151
Chr1	1250000	1509737	0.0031	0.00139
Chr1	1260000	1520707	0.00298	0.00131
Chr1	1270000	1531705	0.00297	0.00138
Chr1	1280000	1543901	0.00288	0.00145
Chr1	1290000	1653642	0.00284	0.00167
Chr1	1300000	1701687	0.0032	0.00156
Chr1	1310000	1718428	0.00326	0.00156
Chr1	1320000	1724760	0.00334	0.0015
Chr1	1330000	1744258	0.00365	0.00146
Chr1	1340000	1787669	0.00403	0.00122
Chr1	1350000	1860302	0.00404	0.00119
Chr1	1360000	1877909	0.00399	0.00119
Chr1	1370000	1897865	0.00417	0.00118
Chr1	1380000	1938197	0.00427	0.00118
Chr1	1390000	1953856	0.00419	0.00116
Chr1	1400000	1998097	0.00411	0.00115
Chr1	1410000	1998662	0.00411	0.00115
Chr1	1420000	2005001	0.00405	0.00113
Chr1	1430000	2038328	0.00411	0.0011
Chr1	1440000	2064230	0.0043	0.00112
Chr1	1450000	2081513	0.0045	0.00135
Chr1	1460000	2082656	0.00443	0.00135
Chr1	1470000	2089627	0.00439	0.00136
Chr1	1480000	2095093	0.00438	0.00136
Chr1	1490000	2111723	0.00442	0.00136
Chr1	1500000	2114278	0.00441	0.00141
Chr1	1510000	2120192	0.00438	0.00139
Chr1	1520000	2126169	0.00437	0.00139
Chr1	1530000	2139508	0.00428	0.00135
Chr1	1540000	2158435	0.00436	0.0014
Chr1	1550000	2168986	0.00437	0.00137
Chr1	1560000	2169772	0.00436	0.00124
Chr1	1570000	2179654	0.00437	0.00111
Chr1	1580000	2179654	0.00437	0.00111
Chr1	1590000	2179654	0.00437	0.00111
Chr1	1600000	2179654	0.00437	0.00111
Chr1	1610000	2179654	0.00437	0.00111
Chr1	1620000	2179654	0.00437	0.00111
Chr1	1630000	2180554	0.00437	0.00112
Chr1	1640000	2182663	0.0043	0.00116
Chr1	1650000	2205959	0.00432	0.0012
Chr1	1660000	2209353	0.00431	0.0012
Chr1	1670000	2212179	0.00435	0.00121
Chr1	1680000	2215950	0.00446	0.00125
Chr1	1690000	2216780	0.00442	0.00126
Chr1	1700000	2239847	0.00411	0.00128
Chr1	1710000	2250223	0.00422	0.0013
Chr1	1720000	2282961	0.00456	0.00151
Chr1	1730000	2315836	0.00446	0.00166
Chr1	1740000	2316761	0.00446	0.00166
Chr1	1750000	2317676	0.00445	0.00166
Chr1	1760000	2317676	0.00445	0.00166
Chr1	1770000	2341847	0.00444	0.00166
Chr1	1780000	2344128	0.0043	0.00167
Chr1	1790000	2345276	0.00429	0.00168
Chr1	1800000	2367342	0.00464	0.00173
Chr1	1810000	2372063	0.00473	0.00177
Chr1	1820000	2372339	0.00474	0.00177
Chr1	1830000	2372525	0.00475	0.00177
Chr1	1840000	2372623	0.00475	0.00177
Chr1	1850000	2372698	0.00476	0.00177
Chr1	1860000	2373508	0.00484	0.0018
Chr1	1870000	2374590	0.00485	0.0018
Chr1	1880000	2457407	0.00501	0.00195
Chr1	1890000	2481426	0.00507	0.00202
Chr1	1900000	2484055	0.00493	0.00205
Chr1	1910000	2485218	0.00493	0.00207
Chr1	1920000	2495558	0.00494	0.00212
Chr1	1930000	2496959	0.00499	0.00213
Chr1	1940000	2497396	0.005	0.00213
Chr1	1950000	2500415	0.00501	0.00214
Chr1	1960000	2514564	0.005	0.00216
Chr1	1970000	2514564	0.005	0.00216
Chr1	1980000	2514564	0.005	0.00216
Chr1	1990000	2514564	0.005	0.00216
Chr1	2000000	2526015	0.00504	0.00216
Chr1	2010000	2547461	0.00521	0.00216
Chr1	2020000	2548275	0.00521	0.00216
Chr1	2030000	2548377	0.00522	0.00216
Chr1	2040000	2558229	0.00536	0.00212
Chr1	2050000	2561944	0.00534	0.00201
Chr1	2060000	2562753	0.00539	0.00194
Chr1	2070000	2566039	0.00517	0.00176
Chr1	2080000	2572504	0.00511	0.00175
Chr1	2090000	2602285	0.00504	0.00181
Chr1	2100000	2602712	0.00504	0.0018
Chr1	2110000	2605549	0.00495	0.0018
Chr1	2120000	2633850	0.00492	0.00175
Chr1	2130000	2712777	0.00492	0.00183
Chr1	2140000	2720145	0.00486	0.00179
Chr1	2150000	2734973	0.00503	0.00169
Chr1	2160000	2735269	0.00502	0.00169
Chr1	2170000	2749865	0.00493	0.00174
Chr1	2180000	2751881	0.0049	0.00175
Chr1	2190000	2755600	0.00486	0.00172
Chr1	2200000	2755666	0.00486	0.00172
Chr1	2210000	2769482	0.00484	0.00169
Chr1	2220000	2795349	0.00467	0.00164
Chr1	2230000	2796264	0.00466	0.00164
Chr1	2240000	2807545	0.00463	0.00157
Chr1	2250000	2808147	0.00462	0.00155
Chr1	2260000	2808590	0.0045	0.00155
Chr1	2270000	2808824	0.00448	0.00155
Chr1	2280000	2810197	0.00434	0.00146
Chr1	2290000	2813227	0.00394	0.00127
Chr1	2300000	2817066	0.00389	0.00121
Chr1	2310000	2817524	0.00386	0.00121
Chr1	2320000	2819905	0.00372	0.00119
Chr1	2330000	2820858	0.00366	0.00119
Chr1	2340000	2822483	0.00361	0.00118
Chr1	2350000	2851521	0.00343	0.00113
Chr1	2360000	2859916	0.00338	0.00111
Chr1	2370000	2861563	0.00322	0.0011
Chr1	2380000	2884846	0.00295	0.00112
Chr1	2390000	2886870	0.00286	0.00109
Chr1	2400000	2924938	0.0028	0.0011
Chr1	2410000	2925850	0.00281	0.00106
Chr1	2420000	2927110	0.00283	0.00103
Chr1	2430000	2927799	0.00278	0.00103
Chr1	2440000	2927806	0.00278	0.00103
Chr1	2450000	2927823	0.00278	0.00103
Chr1	2460000	2928256	0.00279	0.001
Chr1	2470000	2938341	0.0026	0.00099
Chr1	2480000	2938356	0.0026	0.00099
Chr1	2490000	2977100	0.00249	0.00107
Chr1	2500000	2989955	0.00228	0.00106
Chr1	2510000	2997823	0.00229	0.00105
Chr1	2520000	2999111	0.00229	0.00104
Chr1	2530000	3009807	0.00212	0.00112
Chr1	2540000	3044639	0.00206	0.00111
Chr1	2550000	3046826	0.0019	0.00109
Chr1	2560000	3236534	0.00188	0.00109
Chr1	2570000	3254977	0.00193	0.00119
Chr1	2580000	3259772	0.00195	0.00116
Chr1	2590000	3263409	0.00196	0.00116
Chr1	2600000	3270770	0.00199	0.00111
Chr1	2610000	3282847	0.00205	0.0012
Chr1	2620000	3285915	0.00209	0.00121
Chr1	2630000	3286722	0.00207	0.0012
Chr1	2640000	3347286	0.00221	0.0012
Chr1	2650000	3347286	0.00221	0.0012
Chr1	2660000	3348419	0.00226	0.00121
Chr1	2670000	3363741	0.00248	0.00117
Chr1	2680000	3372002	0.0025	0.00117
Chr1	2690000	3374902	0.00249	0.00117
Chr1	2700000	3374902	0.00249	0.00117
Chr1	2710000	3375105	0.00249	0.00117
Chr1	2720000	3402420	0.00263	0.00116
Chr1	2730000	3419276	0.0026	0.00116
Chr1	2740000	3422021	0.00273	0.00116
Chr1	2750000	3443253	0.00283	0.00104
Chr1	2760000	3448532	0.00285	0.00098
Chr1	2770000	3448951	0.00288	0.00098
Chr1	2780000	3485456	0.00298	0.00098
Chr1	2790000	3485497	0.00298	0.00098
Chr1	2800000	3489856	0.00306	0.00098
Chr1	2810000	3516317	0.0031	0.00101
Chr1	2820000	3533491	0.00322	0.00095
Chr1	2830000	3539871	0.00335	0.00095
Chr1	2840000	3540205	0.00336	0.00095
Chr1	2850000	3562809	0.00341	0.001
Chr1	2860000	3580237	0.00349	0.001
Chr1	2870000	3583399	0.00348	0.00093
Chr1	2880000	3585843	0.00348	0.00088
Chr1	2890000	3590434	0.00346	0.00087
Chr1	2900000	3590519	0.00346	0.00086
Chr1	2910000	3590566	0.00346	0.00086
Chr1	2920000	3590566	0.00346	0.00086
Chr1	2930000	3601465	0.00353	0.00083
Chr1	2940000	3602159	0.00354	0.00085
Chr1	2950000	3603569	0.0036	0.00086
Chr1	2960000	3604849	0.00359	0.00081
Chr1	2970000	3604849	0.00359	0.00081
Chr1	2980000	3673331	0.00364	0.00071
Chr1	2990000	3714239	0.00368	0.00072
Chr1	3000000	3719722	0.00366	0.00073
Chr1	3010000	3723093	0.00369	0.00065
Chr1	3020000	3723366	0.0037	0.00065
Chr1	3030000	3723378	0.0037	0.00065
Chr1	3040000	3723392	0.0037	0.00065
Chr1	3050000	3785432	0.00373	0.00069
Chr1	3060000	3785435	0.00373	0.00069
Chr1	3070000	3785435	0.00373	0.00069
Chr1	3080000	3790239	0.00373	0.00069
Chr1	3090000	3794106	0.00373	0.00069
Chr1	3100000	3848899	0.00373	0.00069
Chr1	3110000	3848941	0.00373	0.00069
Chr1	3120000	3848941	0.00373	0.00069
Chr1	3130000	3848941	0.00373	0.00069
Chr1	3140000	3848941	0.00373	0.00069
Chr1	3150000	3848944	0.00373	0.00069
Chr1	3160000	3848956	0.00373	0.00069
Chr1	3170000	3852820	0.00372	0.00069
Chr1	3180000	3852822	0.00372	0.00069
Chr1	3190000	3852894	0.00371	0.00069
Chr1	3200000	3855115	0.00376	0.0007
Chr1	3210000	3855118	0.00376	0.0007
Chr1	3220000	3855144	0.00376	0.0007
Chr1	3230000	3879683	0.00366	0.0007
Chr1	3240000	3881620	0.00355	0.0007
Chr1	3250000	3888804	0.00356	0.00065
Chr1	3260000	3955916	0.00395	0.00075
Chr1	3270000	4022892	0.00414	0.00075
Chr1	3280000	4037467	0.00455	0.0007
Chr1	3290000	4056161	0.00459	0.00064
Chr1	3300000	4056163	0.00459	0.00064
Chr1	3310000	4056308	0.00457	0.00064
Chr1	3320000	4056313	0.00457	0.00064
Chr1	3330000	4056695	0.00456	0.00063
Chr1	3340000	4056699	0.00456	0.00063
Chr1	3350000	4091839	0.00445	0.0006
Chr1	3360000	4091973	0.00443	0.0006
Chr1	3370000	4099220	0.00438	0.0006
Chr1	3380000	4110781	0.00449	0.00064
Chr1	3390000	4132327	0.0046	0.0007
Chr1	3400000	4141388	0.00463	0.0007
Chr1	3410000	4207831	0.00459	0.00071
Chr1	3420000	4234608	0.00457	0.00079
Chr1	3430000	4284664	0.00448	0.00079
Chr1	3440000	4285246	0.0045	0.00079
Chr1	3450000	4342527	0.00487	0.00079
Chr1	3460000	4343994	0.00486	0.00078
Chr1	3470000	4343994	0.00486	0.00078
Chr1	3480000	4343995	0.00486	0.00078
Chr1	3490000	4358161	0.00491	0.00078
Chr1	3500000	4373307	0.00489	0.00074
Chr1	3510000	4374285	0.00488	0.00072
Chr1	3520000	4378852	0.00487	0.00069
Chr1	3530000	4392519	0.005	0.00068
Chr1	3540000	4412813	0.00509	0.00076
Chr1	3550000	4415438	0.00508	0.00075
Chr1	3560000	4415438	0.00508	0.00075
Chr1	3570000	4416986	0.00506	0.00077
Chr1	3580000	4418091	0.00506	0.00078
Chr1	3590000	4460035	0.0058	0.00082
Chr1	3600000	4468153	0.00601	0.00079
Chr1	3610000	4501527	0.00639	0.00071
Chr1	3620000	4501880	0.00642	0.00071
Chr1	3630000	4501880	0.00642	0.00071
Chr1	3640000	4501880	0.00642	0.00071
Chr1	3650000	4501880	0.00642	0.00071
Chr1	3660000	4501880	0.00642	0.00071
Chr1	3670000	4501880	0.00642	0.00071
Chr1	3680000	4504695	0.00654	0.00071
Chr1	3690000	4505052	0.00657	0.0007
Chr1	3700000	4506854	0.00668	0.00069
Chr1	3710000	4507143	0.0067	0.00069
Chr1	3720000	4526591	0.00706	0.00067
Chr1	3730000	4647710	0.00717	0.00064
Chr1	3740000	4647714	0.00717	0.00064
Chr1	3750000	4647714	0.00717	0.00064
Chr1	3760000	4647824	0.00717	0.00064
Chr1	3770000	4647824	0.00717	0.00064
Chr1	3780000	4647824	0.00717	0.00064
Chr1	3790000	4662726	0.00717	0.00064
Chr1	3800000	4668230	0.0072	0.00064
Chr1	3810000	4668316	0.0072	0.00064
Chr1	3820000	4668318	0.0072	0.00064
Chr1	3830000	4668318	0.0072	0.00064
Chr1	3840000	4668899	0.0072	0.00064
Chr1	3850000	4669932	0.00722	0.00064
Chr1	3860000	4700232	0.00713	0.00063
Chr1	3870000	4700360	0.00712	0.00063
Chr1	3880000	4710135	0.00716	0.00063
Chr1	3890000	5215768	0.00746	0.00058
Chr1	3900000	5216503	0.00742	0.00055
Chr1	3910000	5364206	0.00737	0.00053
Chr1	3920000	5367860	0.00738	0.0005
Chr1	3930000	5367861	0.00738	0.0005
Chr1	3940000	5368002	0.00737	0.00049
Chr1	3950000	5374255	0.0073	0.00049
Chr1	3960000	5385208	0.00718	0.00047
Chr1	3970000	5385919	0.00718	0.00047
Chr1	3980000	5385920	0.00718	0.00047
Chr1	3990000	5385921	0.00718	0.00047
Chr1	4000000	5386038	0.00718	0.00047
Chr1	4010000	5386202	0.00717	0.00047
Chr1	4020000	5386289	0.00716	0.00047
Chr1	4030000	5389119	0.00684	0.00047
Chr1	4040000	5441620	0.00676	0.00046
Chr1	4050000	5521200	0.00694	0.00045
Chr1	4060000	5541649	0.00701	0.00045
Chr1	4070000	5542756	0.00701	0.00045
Chr1	4080000	5542756	0.00701	0.00045
Chr1	4090000	5543050	0.00701	0.00045
Chr1	4100000	5609544	0.00698	0.00044
Chr1	4110000	5627065	0.00695	0.00042
Chr1	4120000	5628575	0.00691	0.00035
Chr1	4130000	5628641	0.00691	0.00035
Chr1	4140000	5632936	0.00693	0.00033
Chr1	4150000	5633231	0.00693	0.00033
Chr1	4160000	5633231	0.00693	0.00033
Chr1	4170000	5640218	0.0069	0.00033
Chr1	4180000	5640222	0.00691	0.00033
Chr1	4190000	5640511	0.00686	0.00033
Chr1	4200000	5640512	0.00686	0.00033
Chr1	4210000	5649761	0.0068	0.0003
Chr1	4220000	5652188	0.00692	0.00027
Chr1	4230000	5659653	0.00683	0.00024
Chr1	4240000	5661438	0.00688	0.00024
Chr1	4250000	5661438	0.00688	0.00024
Chr1	4260000	5661546	0.00688	0.00024
Chr1	4270000	5664415	0.00691	0.00024
Chr1	4280000	5665520	0.00695	0.00024
Chr1	4290000	5682777	0.00693	0.00023
Chr1	4300000	5688632	0.00694	0.00023
Chr1	4310000	5688710	0.00695	0.00023
Chr1	4320000	5688711	0.00695	0.00023
Chr1	4330000	5713417	0.00689	0.00023
Chr1	4340000	5721260	0.00687	0.00023
Chr1	4350000	5724943	0.00689	0.00023
Chr1	4360000	5752877	0.00702	0.00023
Chr1	4370000	5771494	0.00702	0.00023
Chr1	4380000	5809381	0.0072	0.00023
Chr1	4390000	5810233	0.00711	0.00023
Chr1	4400000	5818292	0.00698	0.00021
Chr1	4410000	5840071	0.00687	0.00015
Chr1	4420000	5872139	0.00643	0.00012
Chr1	4430000	5874086	0.0062	0.00012
Chr1	4440000	5875487	0.00601	0.00014
Chr1	4450000	5877033	0.0058	0.00015
Chr1	4460000	5878261	0.00573	0.00017
Chr1	4470000	5919427	0.00544	0.00027
Chr1	4480000	6020163	0.00508	0.00037
Chr1	4490000	6025427	0.00502	0.00038
Chr1	4500000	6042751	0.00496	0.00038
Chr1	4510000	6064871	0.00445	0.00042
Chr1	4520000	6064871	0.00445	0.00042
Chr1	4530000	6075138	0.00439	0.00042
Chr1	4540000	6094323	0.00432	0.00042
Chr1	4550000	6094328	0.00432	0.00042
Chr1	4560000	6094382	0.00429	0.00041
Chr1	4570000	6094382	0.00429	0.00041
Chr1	4580000	6094383	0.00429	0.00041
Chr1	4590000	6094383	0.00429	0.00041
Chr1	4600000	6094383	0.00429	0.00041
Chr1	4610000	6094385	0.00429	0.00041
Chr1	4620000	6094385	0.00429	0.00041
Chr1	4630000	6094385	0.00429	0.00041
Chr1	4640000	6094390	0.00429	0.00041
Chr1	4650000	6095774	0.00432	0.00041
Chr1	4660000	6096005	0.00432	0.00041
Chr1	4670000	6099383	0.0043	0.00041
Chr1	4680000	6100059	0.00431	0.00041
Chr1	4690000	6100061	0.00431	0.00041
Chr1	4700000	6100213	0.00433	0.00041
Chr1	4710000	6100948	0.00436	0.00043
Chr1	4720000	6102119	0.0043	0.00044
Chr1	4730000	6102207	0.0043	0.00045
Chr1	4740000	6102207	0.0043	0.00045
Chr1	4750000	6106602	0.00432	0.00046
Chr1	4760000	6115101	0.00433	0.00046
Chr1	4770000	6119868	0.00434	0.00051
Chr1	4780000	6119870	0.00434	0.00051
Chr1	4790000	6123128	0.00434	0.00051
Chr1	4800000	6123128	0.00434	0.00051
Chr1	4810000	6123149	0.00434	0.00051
Chr1	4820000	6123261	0.00434	0.00051
Chr1	4830000	6123276	0.00434	0.00051
Chr1	4840000	6123290	0.00434	0.00051
Chr1	4850000	6123291	0.00434	0.00051
Chr1	4860000	6123291	0.00434	0.00051
Chr1	4870000	6123561	0.00434	0.00051
Chr1	4880000	6123561	0.00434	0.00051
Chr1	4890000	6123561	0.00434	0.00051
Chr1	4900000	6123561	0.00434	0.00051
Chr1	4910000	6123562	0.00434	0.00051
Chr1	4920000	6123564	0.00434	0.00051
Chr1	4930000	6123578	0.00434	0.00051
Chr1	4940000	6125089	0.00432	0.00051
Chr1	4950000	6125089	0.00432	0.00051
Chr1	4960000	6125091	0.00432	0.00051
Chr1	4970000	6125091	0.00432	0.00051
Chr1	4980000	6125192	0.00427	0.00051
Chr1	4990000	6125432	0.00423	0.00051
Chr1	5000000	6125433	0.00423	0.00051
Chr1	5010000	6125545	0.00423	0.00052
Chr1	5020000	6126087	0.00423	0.00054
Chr1	5030000	6126087	0.00423	0.00054
Chr1	5040000	6126087	0.00423	0.00054
Chr1	5050000	6126088	0.00423	0.00054
Chr1	5060000	6126088	0.00423	0.00054
Chr1	5070000	6126088	0.00423	0.00054
Chr1	5080000	6133651	0.00423	0.00054
Chr1	5090000	6157039	0.00415	0.00055
Chr1	5100000	6157039	0.00415	0.00055
Chr1	5110000	6157039	0.00415	0.00055
Chr1	5120000	6161418	0.00414	0.00055
Chr1	5130000	6161449	0.00414	0.00055
Chr1	5140000	6161558	0.00414	0.00055
Chr1	5150000	6161709	0.00412	0.00055
Chr1	5160000	6161730	0.00412	0.00055
Chr1	5170000	6161777	0.0041	0.00055
Chr1	5180000	6161780	0.0041	0.00055
Chr1	5190000	6161949	0.00408	0.00055
Chr1	5200000	6162424	0.00404	0.00055
Chr1	5210000	6162424	0.00404	0.00055
Chr1	5220000	6172136	0.0041	0.00055
Chr1	5230000	6172198	0.0041	0.00055
Chr1	5240000	6172347	0.00409	0.00055
Chr1	5250000	6172347	0.00409	0.00055
Chr1	5260000	6172350	0.00409	0.00055
Chr1	5270000	6172372	0.00409	0.00055
Chr1	5280000	6172375	0.00409	0.00055
Chr1	5290000	6172375	0.00409	0.00055
Chr1	5300000	6172422	0.00408	0.00055
Chr1	5310000	6172422	0.00408	0.00055
Chr1	5320000	6172433	0.00408	0.00055
Chr1	5330000	6172434	0.00408	0.00055
Chr1	5340000	6172442	0.00408	0.00055
Chr1	5350000	6172464	0.00408	0.00055
Chr1	5360000	6172465	0.00408	0.00055
Chr1	5370000	6174223	0.00403	0.00052
Chr1	5380000	6174970	0.00396	0.00052
Chr1	5390000	6181692	0.00394	0.00053
Chr1	5400000	6181692	0.00394	0.00053
Chr1	5410000	6181692	0.00394	0.00053
Chr1	5420000	6182624	0.00393	0.00053
Chr1	5430000	6197770	0.00403	0.00053
Chr1	5440000	6198219	0.0041	0.00053
Chr1	5450000	6201501	0.00412	0.00053
Chr1	5460000	6202776	0.00414	0.00053
Chr1	5470000	6217725	0.00434	0.00053
Chr1	5480000	6219581	0.00436	0.00053
Chr1	5490000	6219864	0.00435	0.00053
Chr1	5500000	6220499	0.00434	0.00053
Chr1	5510000	6220499	0.00434	0.00053
Chr1	5520000	6220499	0.00434	0.00053
Chr1	5530000	6224188	0.0043	0.00053
Chr1	5540000	6225809	0.00423	0.00053
Chr1	5550000	6233342	0.00426	0.00053
Chr1	5560000	6233342	0.00426	0.00053
Chr1	5570000	6233347	0.00426	0.00053
Chr1	5580000	6233348	0.00426	0.00053
Chr1	5590000	6233348	0.00426	0.00053
Chr1	5600000	6233350	0.00426	0.00053
Chr1	5610000	6245315	0.00433	0.00053
Chr1	5620000	6245315	0.00433	0.00053
Chr1	5630000	6282297	0.00454	0.00053
Chr1	5640000	6285321	0.00461	0.00053
Chr1	5650000	6288834	0.00462	0.00053
Chr1	5660000	6330008	0.00466	0.00053
Chr1	5670000	6336482	0.00459	0.00053
Chr1	5680000	6336900	0.0046	0.00053
Chr1	5690000	6355535	0.00442	0.00053
Chr1	5700000	6360115	0.00442	0.00053
Chr1	5710000	6360133	0.00442	0.00053
Chr1	5720000	6365390	0.00435	0.00053
Chr1	5730000	6395678	0.00424	0.00054
Chr1	5740000	6397413	0.00415	0.00054
Chr1	5750000	6397545	0.00415	0.00054
Chr1	5760000	6398014	0.00415	0.00054
Chr1	5770000	6398056	0.00416	0.00054
Chr1	5780000	6398429	0.00419	0.00054
Chr1	5790000	6399498	0.00411	0.00054
Chr1	5800000	6412534	0.00411	0.00054
Chr1	5810000	6434507	0.00423	0.00054
Chr1	5820000	6463970	0.00437	0.00054
Chr1	5830000	6470207	0.00441	0.00054
Chr1	5840000	6470209	0.00441	0.00054
Chr1	5850000	6472043	0.00446	0.00054
Chr1	5860000	6475262	0.00449	0.00054
Chr1	5870000	6500013	0.00465	0.0005
Chr1	5880000	6520546	0.00516	0.00041
Chr1	5890000	6525908	0.00522	0.00039
Chr1	5900000	6526758	0.00526	0.00039
Chr1	5910000	6529183	0.00539	0.00039
Chr1	5920000	6545150	0.00557	0.00031
Chr1	5930000	6547632	0.00565	0.00025
Chr1	5940000	6547633	0.00565	0.00025
Chr1	5950000	6547633	0.00565	0.00025
Chr1	5960000	6547639	0.00565	0.00024
Chr1	5970000	6547664	0.00565	0.00024
Chr1	5980000	6547664	0.00565	0.00024
Chr1	5990000	6547664	0.00565	0.00024
Chr1	6000000	6547666	0.00565	0.00024
Chr1	6010000	6549236	0.00565	0.00023
Chr1	6020000	6552862	0.0057	0.00021
Chr1	6030000	6566030	0.00578	0.0002
Chr1	6040000	6566030	0.00578	0.0002
Chr1	6050000	6590232	0.00576	0.0002
Chr1	6060000	6728049	0.00573	0.00017
Chr1	6070000	6735256	0.00569	0.00016
Chr1	6080000	6742235	0.00566	0.00016
Chr1	6090000	6747160	0.00568	0.00016
Chr1	6100000	6801081	0.00578	0.00016
Chr1	6110000	6814342	0.00582	0.00011
Chr1	6120000	6827025	0.00581	6e-05
Chr1	6130000	6833581	0.0059	3e-05
Chr1	6140000	6833589	0.0059	3e-05
